ID;BENEFICIAIRE;MONTANT;ID_DEPUTE;NOM_DEPUTE;GROUPE;DEP;
2892;Commune de ANNECY-LE-VIEUX;15000;230;ACCOYER Bernard;UMP;Haute-Savoie;
2893;Commune de ANNET-SUR-MARNE;10000;243;ALBARELLO Yves;UMP;Seine-et-Marne;
2894;Commune de Annonay;30000;330357;DUSSOPT Olivier;SRC;Ardèche;
2895;Commune de Anses d'Arlet;7848;610654;NILOR Jean-Philippe;GDR;Martinique;
2896;Commune de ANTIBES;140000;1946;LEONETTI Jean;UMP;Alpes-Maritimes;
2897;Commune de AOUSTE;4500;267260;POLETTI Bérengère;UMP;Ardennes;
2898;Commune de Apremont;7000;2960;WOERTH Éric;UMP;Oise;
2899;Commune de ARACHES-LA-FRASSE;3000;608851;DION Sophie;UMP;Haute-Savoie;
2900;Commune de ARBECEY;5000;608662;CHRETIEN Alain;UMP;Haute-Saône;
2901;Commune de ARBENT;8000;605036;ABAD Damien;UMP;Ain;
2902;Commune de ARBIGNY SOUS VARENNES;3000;267165;CHATEL Luc;UMP;Haute-Marne;
2903;Commune de ARBORI;5980;605782;MARCANGELI Laurent;UMP;Corse-du-Sud;
2904;Commune de ARC SOUS MONTENOT;5000;605991;GENEVARD Annie;UMP;Doubs;
2905;Commune de ARCEAU;15000;267450;DELATTE Rémi;UMP;Côte-d'Or;
2906;Commune de ARCINGES;5000;2277;NICOLIN Yves;UMP;Loire;
2908;Commune de ARCON;7000;2277;NICOLIN Yves;UMP;Loire;
2909;Commune de ARENTHON;11000;267527;SADDIER Martial;UMP;Haute-Savoie;
2910;Commune de Arfeuilles;8000;815;CHARASSE Gérard;RRDP;Allier;
2911;Commune de Arlanc;6610;267306;CHASSAIGNE André;GDR;Puy-de-Dôme;
2912;Commune de Arles-sur-Tech;8000;608348;AYLAGAS Pierre;SRC;Pyrénées-Orientales;
2913;Commune de Arleux;46000;;
2914;Commune de ARMENTIERES EN BRIE;4000;917;COPE Jean-François;UMP;Seine-et-Marne;
2915;Commune de ARNOUVILLE LES MANTES;6673;609442;TETART Jean-Marie;UMP;Yvelines;
2916;Commune de ARQUENAY;10000;607489;CHEVROLLIER Guillaume;UMP;Mayenne;
2917;Commune de ARRACOURT;2000;267551;LAMBLIN Jacques;UMP;Meurthe-et-Moselle;
2918;Commune de Arras-sur-Rhône;10000;330357;DUSSOPT Olivier;SRC;Ardèche;
2919;Commune de ARRO;2777;605782;MARCANGELI Laurent;UMP;Corse-du-Sud;
2920;Commune de Arronnes;5000;815;CHARASSE Gérard;RRDP;Allier;
2921;Commune de ARRONVILLE;10000;1661;HOUILLON  Philippe;UMP;Val-d'Oise;
2922;Commune de ARRY;1700;1699;JACQUAT Denis;UMP;Moselle;
2923;Commune de Ars-en-Ré;20000;605694;FALORNI Olivier;RRDP;Charente-Maritime;
2924;Commune de ART SUR MEURTHE;5000;267551;LAMBLIN Jacques;UMP;Meurthe-et-Moselle;
2925;Commune de ARTAISE LE VIVIER;1000;2952;WARSMANN Jean-Luc;UMP;Ardennes;
2926;Commune de Artemps;7000;267080;BERTRAND Xavier;UMP;Aisne;
2927;Commune de ARTENAY;30000;268051;GROUARD Serge;UMP;Loiret;
2928;Commune de Arthez d'Asson;5000;608235;CHABANNE Nathalie;SRC;Pyrénées-Atlantiques;
2929;Commune de ARTHUN;2119;2664;SALEN Paul;UMP;Loire;
2930;Commune de ARZVILLER;2500;267556;MARTY Alain;UMP;Moselle;
2931;Commune de ASASP-ARROS;10000;1838;LASSALLE Jean;NI;Pyrénées-Atlantiques;
2933;Commune de ASCOUX;2000;342935;DUBOIS Marianne;UMP;Loiret;
2934;Commune de ASCROS;3000;267680;GINESY Charles-Ange;UMP;Alpes-Maritimes;
2935;Commune de ASFELD;3000;267260;POLETTI Bérengère;UMP;Ardennes;
2936;Commune de Asperes;5700;606212;COLLARD Gilbert;NI;Gard;
2937;commune de Asque;4000;1496;GLAVANY Jean;SRC;Hautes-Pyrénées;
2938;Commune de ASSERAC;10000;267728;PRIOU  Christophe;UMP;Loire-Atlantique;
2939;Commune de ATHEE;10000;607489;CHEVROLLIER Guillaume;UMP;Mayenne;
2940;Commune de ATHEE-SUR-CHER;25000;267459;GREFF Claude;UMP;Indre-et-Loire;
2942;Commune de ATTICHES;5000;1857;LAZARO Thierry;UMP;Nord;
2943;Commune de AUBAZAT;2000;607090;VIGIER Jean-Pierre;UMP;Haute-Loire;
2944;Commune de AUBE;1553;2971;ZIMMERMMANN Marie-Jo;UMP;Moselle;
2945;Commune de AUBIGNAN;6000;609726;AUBERT Julien;UMP;Vaucluse;
2946;Commune de AUBIGNE sur LAYON ;3000;267469;PIRON Michel;UDI;Maine-et-Loire;
2947;Commune de AUBIGNY LES POTHEES;1800;267260;POLETTI  Bérengère;UMP;Ardennes;
2948;Commune de AUBONCOURT VAUZELLES;3000;267260;POLETTI Bérengère;UMP;Ardennes;
2949;Commune de Aubord;5700;606212;COLLARD Gilbert;NI;Gard;
2950;Commune de AUBRY DU HAINAULT;14200;588;BORLOO Jean Louis ;UDI;Nord;
2951;Commune de AUBRY-LE-PANTHOU;5000;608016;LOUWAGIE Véronique;UMP;Orne;
2952;Commune de AUCAMVILLE;20000;1689;IMBERT Françoise;SRC;Haute-Garonne;
2953;Commune de AUCHY-LES-HESDIN;3000;334149;FASQUELLE Daniel;UMP;Pas-de-Calais;
2954;Commune de AUDES;10000;330130;LESTERLIN Bernard;SRC;Allier;
2955;Commune de AUDRESSELLES;10000;608083;BOURGUIGNON Brigitte;SRC;Pas-de-Calais;
2956;Commune de AUDRESSELLES;2000;608083;BOURGUIGNON Brigitte;SRC;Pas-de-Calais;
2957;Commune de AUFFERVILLE;8657;609245;LACROUTE Valérie;UMP;Seine-et-Marne;
2958;Commune de AUFFREVILLE-BRASSEUL;10000;609442;TETART Jean-Marie;UMP;Yvelines;
2959;Commune de Augnat;4500;608186;AUROI Danielle;ECOLO;Puy-de-Dôme;
2960;Commune de Aulnois sous Laon;11000;1155;DOSIÈRE René;SRC;Aisne;
2961;Commune de AULNOIS SUR SEILLE;5000;267556;MARTY Alain;UMP;Moselle;
2962;commune de Aulon;8000;1496;GLAVANY Jean;SRC;Hautes-Pyrénées;
2963;Commune de AUNAY-SOUS-CRECY;7000;606098;MARLEIX Olivier;UMP;Eure-et-Loir;
2964;Commune de AURIBEAU SUR SIAGNE;10000;267794;TABAROT Michèle;UMP;Alpes-Maritimes;
2965;Commune de Auriol;8000;605518;LAMBERT François-Michel;ECOLO;Bouches-du-Rhône;
2966;Commune de AUSSONCE;3000;267260;POLETTI Bérengère;UMP;Ardennes;
2967;Commune de AUTHE;1000;2952;WARSMANN  Jean-Luc;UMP;Ardennes;
2968;Commune de AUTHEUIL;500;608016;LOUWAGIE Véronique;UMP;Orne;
2969;Commune de AUTRAC;10000;607090;VIGIER Jean-Pierre;UMP;Haute-Loire;
2970;Commune de AUTRECHE;25000;267459;GREFF Claude;UMP;Indre-et-Loire;
2971;Commune de AUTREY;4000;267246;HEINRICH Michel;UMP;Vosges;
2972;Commune de AUXI LE CHATEAU;4000;344114;COTTEL Jean-Jacques;SRC;Pas-de-Calais;
2973;Commune de AVILLEY;5000;267576;BONNOT Marcel;UMP;Doubs;
2974;Commune de AVIREY-LINGEY;15000;2124;MATHIS Jean-Claude;UMP;Aube;
2975;Commune de AVREUCOURT;1000;267165;CHATEL Luc;UMP;Haute-Marne;
2977;Commune de AVREUIL;1500;2124;MATHIS Jean-Claude;UMP;Aube;
2978;Commune de Avril;10000;1243;ECKERT Christian;SRC;Meurthe-et-Moselle;
2980;Commune de AVRILLE;19000;1790;LAFFINEUR Marc;UMP;Maine-et-Loire;
2981;Commune de Azé;5000;608672;THÉVENOUD Thomas;SRC;Saône-et-Loire;
2982;Commune de AZERAILLES;10000;267551;LAMBLIN Jacques;UMP;Meurthe-et-Moselle;
2983;Commune de BACOURT;3000;267556;MARTY Alain;UMP;Moselle;
2984;Commune de BACOURT;2000;267556;MARTY Alain;UMP;Moselle;
2985;Commune de Badevel;10000;642724;BARBIER Frédéric;SRC;Doubs;
2986;Commune de BAERENTHAL;1000;267057;LETT Céleste;UMP;Moselle;
2987;Commune de Baffie;1357;267306;CHASSAIGNE André;GDR;Puy-de-Dôme;
2988;Commune de BAGAS;6000;332015;FAURE Martine;SRC;Gironde;
2989;Commune de Bages;4000;608348;AYLAGAS Pierre;SRC;Pyrénées-Orientales;
2990;Commune de Bagneux;3500;330118;CHAMBEFORT Guy;SRC;Allier;
2991;Commune de BAGNEUX;84500;610195;SOMMARUGA Julie;SRC;Hauts-de-Seine;
2992;Commune de Baie-Mahault;14285;610615;CHALUS Ary;RRDP;Guadeloupe;
2993;Commune de Baillestavy ;2566;608328;NEUVILLE Ségolène;SRC;Pyrénées-Orientales;
2995;Commune de BAILLY-ROMAINVILLIERS;8000;335758;RIESTER Franck;UMP;Seine-et-Marne;
2996;Commune de BAIN DE BRETAGNE;20000;332206;MARSAC Jean-René;SRC;Ille-et-Vilaine;
2997;Commune de BAINS;2000;607090;VIGIER Jean-Pierre;UMP;Haute-Loire;
2998;Commune de Baladou;10000;1844;LAUNAY Jean;SRC;Lot;
2999;Commune de BALAGUIER SUR RANCE;5000;267512;MARC Alain;UMP;Aveyron;
3000;Commune de BALBRONN;9000;266774;FURST Laurent;UMP;Bas-Rhin;
3001;Commune de BALDENHEIM;10000;267355;HERTH Antoine;UMP;Bas-Rhin;
3002;Commune de BALHAM;3000;267260;POLETTI Bérengère;UMP;Ardennes;
3003;Commune de BALLAY;1000;2952;WARSMANN Jean-Luc;UMP;Ardennes;
3004;Commune de BALLEE;10000;607489;CHEVROLLIER Guillaume;UMP;Mayenne;
3005;Commune de BALLERSDORF;20000;2529;REITZER Jean-Luc;UMP;Haut-Rhin;
3006;Commune de BALOGNA;990;605782;MARCANGELI  Laurent;UMP;Corse-du-Sud;
3007;Commune de BALTZENHEIM;5000;334654;STRAUMANN  Eric;UMP;Haut-Rhin;
3008;Commune de Bambiderstroff;4000;607699;ZANETTI Paola;SRC;Moselle;
3009;Commune de BANOGNE-RECOUVRANCE;4500;267260;POLETTI Bérengère;UMP;Ardennes;
3010;Commune de BANON;4000;605131;CASTANER Christophe;SRC;Alpes-de-Haute-Provence;
3011;Commune de BAR SUR AUBE;600;267178;DHUICQ Nicolas;UMP;Aube;
3012;Commune de BARBAGGIO;2010;331146;GANDOLFI-SCHEIT Sauveur;UMP;Haute-Corse;
3013;Commune de Barbery;15000;2960;WOERTH Éric;UMP;Oise;
3014;Commune de BARBEZIEUX SAINT HILAIRE;71000;2549;REYNAUD Marie-Line;SRC;Charente;
3015;Commune de BARCUS;11000;1838;LASSALLE Jean;NI;Pyrénées-Atlantiques;
3016;Commune de BARCY;2000;917;COPE Jean-François;UMP;Seine-et-Marne;
3017;Commune de Bardos;40000;608264;CAPDEVIELLE Colette;SRC;Pyrénées-Atlantiques;
3018;Commune de Barenton sur Serre;5000;1155;DOSIÈRE René;SRC;Aisne;
3019;Commune de BARRE ;4500;267673;FOLLIOT Philippe ;UDI;Tarn;
3020;Commune de BARRETTALI;862;331146;GANDOLFI-SCHEIT Sauveur;UMP;Haute-Corse;
3021;Commune de Barst;1290;607691;KALINOWSKI Laurent;SRC;Moselle;
3022;Commune de BART;18000;267576;BONNOT Marcel;UMP;Doubs;
3023;Commune de Baslieux;30000;;
3024;Commune de BASSAN;20000;267457;ABOUD Elie;UMP;Hérault;
3025;Commune de BASSENEVILLE;5000;259;AMELINE Nicole;UMP;Calvados;
3026;Commune de BASSEVELLE;2200;335758;RIESTER Franck;UMP;Seine-et-Marne;
3027;Commune de BASSIGNAC;10000;2084;MARLEIX Alain;UMP;Cantal;
3028;Commune de Bassignac le Bas;10000;2265;NAUCHE Philippe;SRC;Corrèze;
3029;Commune de BASSILLAC;5000;2343;PEIRO Germinal;SRC;Dordogne;
3030;Commune de BASSONCOURT;3000;267165;CHATEL Luc;UMP;Haute-Marne;
3031;Commune de BASSURELS;2000;266788;MOREL A L'HUISSIER Pierre;UMP;Lozère;
3032;Commune de Bastelica;40000;267689;de ROCCA SERRA Camille;UMP;Corse-du-Sud;
3034;Commune de BAUDINARD-SUR-VERDON;8000;314;AUDIBERT-TROIN Olivier;UMP;Var;
3035;Commune de BAUDREVILLE;18000;331582;VIGIER Philippe ;UDI;Eure-et-Loir;
3036;Commune de Baugy;5740;;
3037;Commune de BAUZY;2648;2099;MARTIN-LALANDE Patrice;UMP;Loir-et-Cher;
3038;Commune de BAVANS;3000;267576;BONNOT Marcel;UMP;Doubs;
3039;Commune de BAVINCHOVE;2534;607892;ALLOSSERY Jean-Pierre;SRC;Nord;
3040;COMMUNE de BAYE  29300";35000;1866;LE BRIS Gilbert;SRC;Finistère;
3041;Commune de Bayet;2000;330118;CHAMBEFORT Guy;SRC;Allier;
3042;Commune de Bazailles;10000;1243;ECKERT Christian;SRC;Meurthe-et-Moselle;
3043;Commune de BAZIEN;5000;267246;HEINRICH Michel;UMP;Vosges;
3044;Commune de BAZONCOURT;15000;2971;ZIMMERMMANN Marie-Jo;UMP;Moselle;
3045;Commune de BEAUCAIRE;5000;508;BIEMOURET Gisèle;SRC;Gers;
3046;Commune de Beauchalot;10000;606351;DELGA Carole;SRC;Haute-Garonne;
3047;Commune de BEAUFAI;2000;608016;LOUWAGIE Véronique;UMP;Orne;
3048;Commune de BEAUFICEL;2000;333134;HUET Guénhaël;UMP;Manche;
3049;Commune de BEAUFORT EN VALLEE;15000;2792;TAUGOURDEAU Jean-Charles;UMP;Maine-et-Loire;
3050;Commune de Beaugies-sous-Bois;3449;;
3051;Commune de BEAUJEU;5000;608662;CHRETIEN Alain;UMP;Haute-Saône;
3052;Commune de Beaulencourt;4500;344114;COTTEL Jean-Jacques;SRC;Pas-de-Calais;
3053;Commune de Beaulieu;1000;334;BACQUET Jean-Paul;SRC;Puy-de-Dôme;
3054;Commune de BEAULIEU;10000;606573;DOMBRE COSTE Fanny;SRC;Hérault;
3055;Commune de Beaulieu sous la Roche;10000;;
3056;Commune de Beaulon;2000;330118;CHAMBEFORT Guy;SRC;Allier;
3057;Commune de Beaumont;3000;605758;DESSUS Sophie;SRC;Corrèze;
3058;Commune de Beaumont la Ferrière;4500;267188;CARRILLON-COUVREUR Martine;SRC;Nièvre;
3059;Commune de BEAUMONT SUR VESLE;10000;2098;MARTIN Philippe-Armand;UMP;Marne;
3060;Commune de Beaupreau;20000;607369;BARDY Serge;SRC;Maine-et-Loire;
3061;Commune de Beaupuy;8000;607287;FEKL Matthias;SRC;Lot-et-Garonne;
3062;Commune de Beaurains;12495;334116;MAQUET Jacqueline;SRC;Pas-de-Calais;
3063;Commune de Beaurecueil;15500;605557;CIOT Jean-David;SRC;Bouches-du-Rhône;
3064;Commune de BEAUREGARD BARET;30000;606030;NIESON Nathalie;SRC;Drôme;
3065;Commune de BEAUREGARD-DE-TERRASSON;5000;2343;PEIRO Germinal;SRC;Dordogne;
3066;Commune de Beaurevoir;3000;267080;BERTRAND Xavier;UMP;Aisne;
3067;Commune de BEAURIEUX;5000;607769;PAUVROS Rémi;SRC;Nord;
3068;Commune de BEAUTIRAN;10000;606495;SAVARY Gilles;SRC;Gironde;
3069;Commune de BEAUVAL;5000;1466;GEST Alain;UMP;Somme;
3070;Commune de BEAUVAU;7000;2792;TAUGOURDEAU Jean-Charles;UMP;Maine-et-Loire;
3071;Commune de BEAUVOIR ;10000;267801;JEGO Yves ;UDI;Seine-et-Marne;
3072;Commune de Beauvoir sur Mer ;25000;609764;MOREAU Yannick;NI;Vendée;
3073;Commune de Beauvois en Vermandois;2300;267080;BERTRAND Xavier;UMP;Aisne;
3074;Commune de Beauzelle;50000;331753;LEMORTON Catherine;SRC;Haute-Garonne;
3075;Commune de Bec de Mortagne;2500;609218;GRELIER Estelle;SRC;Seine-Maritime;
3076;Commune de BECHY;4945;2971;ZIMMERMANN Marie-Jo;UMP;Moselle;
3077;Commune de BECHY;5000;2971;ZIMMERMANN Marie-Jo;UMP;Moselle;
3078;Commune de Bedarrides;10000;609709;MARÉCHAL-LE PEN Marion;NI;Vaucluse;
3079;Commune de BEDECHAN;14000;267278;MARTIN Philippe;SRC;Gers;
3080;Commune de Bègles;77500;2045;MAMÈRE Noël;ECOLO;Gironde;
3081;Commune de BELIGNEUX;20000;1012;de LA VERPILLIERE Charles;UMP;Ain;
3082;Commune de Bellac;10000;609845;BEAUBATIE Catherine;SRC;Haute-Vienne;
3083;Commune de BELLANGE;5000;267556;MARTY Alain;UMP;Moselle;
3084;Commune de Bellefond;8000;605804;GRANDGUILLAUME Laurent;SRC;Côte-d'Or;
3085;Commune de BELLEGARDE;34000;606202;DUMAS Françoise;SRC;Gard;
3086;Commune de BELLEGARDE;34000;606202;DUMAS Françoise;SRC;Gard;
3087;Commune de BELLEGARDE ;4500;267673;FOLLIOT Philippe ;UDI;Tarn;
3088;Commune de BELLENAVES;10000;;
3089;Commune de Bellenglise;10000;267080;BERTRAND Xavier;UMP;Aisne;
3090;Commune de BELLERAY;6000;1199;DUMONT Jean-Louis;SRC;Meuse;
3091;Commune de BELLES FORETS;3600;267556;MARTY Alain;UMP;Moselle;
3092;COMMUNE DE BELLEU;10000;605076;BECHTEL Marie-Françoise;SRC;Aisne;
3093;Commune de Belleville;2500;345994;DRAPEAU Jean-Luc;SRC;Deux-Sèvres;
3094;Commune de Bellicourt;3000;267080;BERTRAND Xavier;UMP;Aisne;
3095;Commune de BELLOY SAINT LEONARD;3500;1466;GEST Alain;UMP;Somme;
3096;Commune de BELLUIRE;5000;696;BUSSEREAU Dominique;UMP;Charente-Maritime;
3097;Commune de BELMONT;10000;266774;FURST Laurent;UMP;Bas-Rhin;
3098;Commune de BELMONT SUR RANCE;5000;267512;MARC Alain;UMP;Aveyron;
3099;Commune de BELMONT TRAMONET;10000;1152;DORD Dominique;UMP;Savoie;
3100;Commune de BELMONT TRAMONET;5000;1152;DORD Dominique;UMP;Savoie;
3101;Commune de BELVEZE;13000;346170;MOIGNARD Jacques;RRDP;Tarn-et-Garonne;
3102;Commune de BELZ;20000;607603;LE RAY Philippe;UMP;Morbihan;
3103;Commune de Béning-lès-St-Avold;6273;607691;KALINOWSKI Laurent;SRC;Moselle;
3104;Commune de Benon ;35000;605703;TALLARD Suzanne;SRC;Charente-Maritime;
3105;Commune de BEOST;10000;1838;LASSALLE Jean;NI;Pyrénées-Atlantiques;
3106;Commune de BERCHERES SUR VESGRE;12000;606098;MARLEIX Olivier;UMP;Eure-et-Loir;
3107;Commune de Bérengeville la Campagne ;4000;606040;DESTANS Jean-Louis;SRC;Eure;
3108;Commune de BEREZIAT;4228;330008;BRETON Xavier;UMP;Ain;
3109;Commune de BERGERES;3000;267178;DHUICQ Nicolas;UMP;Aube;
3110;Commune de BERGICOURT;2500;1466;GEST Alain;UMP;Somme;
3111;Commune de Bergonne;1000;334;BACQUET Jean-Paul;SRC;Puy-de-Dôme;
3112;Commune de BERGOUEY;20000;1252;EMMANUELLI Henri;SRC;Landes;
3113;Commune de BERNADETS;8000;608235;CHABANNE Nathalie;SRC;Pyrénées-Atlantiques;
3114;Commune de BERNES ;11500;267241;DEMILLY Stéphane ;UDI;Somme;
3115;Commune de BERNON;1500;2124;MATHIS Jean-Claude;UMP;Aube;
3116;Commune de BERNOS BEAULAC;10000;606495;SAVARY Gilles;SRC;Gironde;
3117;COMMUNE DE BERNY RIVIERE;10000;605076;BECHTEL Marie-Françoise;SRC;Aisne;
3118;Commune de BERRAC;12000;508;BIEMOURET Gisèle;SRC;Gers;
3119;Commune de BERRE-LES-ALPES;10000;1574;GUIBAL Jean-Claude;UMP;Alpes-Maritimes;
3120;Commune de BERRU;2000;333224;APPARU Benoist;UMP;Marne;
3121;Commune de BERSILLIES;6000;607769;PAUVROS Rémi;SRC;Nord;
3122;Commune de BERSTHEIM;10000;608434;STURNI Claude;UMP;Bas-Rhin;
3123;Commune de Berthouville;3000;606040;DESTANS Jean-Louis;SRC;Eure;
3124;Commune de BERTIGNOLLES;1000;267178;DHUICQ Nicolas;UMP;Aube;
3125;Commune de BERTRANGE;2300;343623;GROMMERCH Anne;UMP;Moselle;
3126;Commune de Berviller-en-Moselle;5000;607699;ZANETTI Paola;SRC;Moselle;
3127;Commune de BESAIN;4500;2345;PELISSARD  Jacques;UMP;Jura;
3128;Commune de Bessancourt;15000;610521;CARPENTIER Jean-Noel;RRDP;Val-d'Oise;
3129;Commune de Besse;4500;608186;AUROI Danielle;ECOLO;Puy-de-Dôme;
3130;Commune de BESSE SUR ISSOLE;10000;951;COUVE Jean-Michel;UMP;Var;
3131;Commune de Bessèges;10000;1193;DUMAS William;SRC;Gard;
3132;Commune de Besson;2500;330118;CHAMBEFORT Guy;SRC;Allier;
3134;Commune de BETONCOURT SUR MANCE;2500;608662;CHRETIEN Alain;UMP;Haute-Saône;
3135;Commune de BETPOUEY;5000;608292;DUBIÉ Jeanine;RRDP;Hautes-Pyrénées;
3136;Commune de BETTAINVILLERS;30000;;
3137;Commune de Betz;2000;2960;WOERTH Éric;UMP;Oise;
3138;Commune de Beuvardes;2000;605084;KRABAL Jacques;RRDP;Aisne;
3139;Commune de Beuvry;20000;1710;JANQUIN Serge;SRC;Pas-de-Calais;
3142;Commune de BEY-sur-SEILLE;1000;1871;LE DÉAUT Jean-Yves;SRC;Meurthe-et-Moselle;
3140;Commune de BEYNES;15000;422119;DOUILLET David;UMP;Yvelines;
3141;Commune de Beyrie-en-Béarn;20000;1979;LIGNIERES-CASSOU Martine;SRC;Pyrénées-Atlantiques;
3143;Commune de BEZANGE LA GRANDE;2000;267551;LAMBLIN Jacques;UMP;Meurthe-et-Moselle;
3144;Commune de BEZAUMONT;7000;1871;LE DÉAUT Jean-Yves;SRC;Meurthe-et-Moselle;
3145;Commune de BEZEVILLE LA BASTILLE;5000;266797;GOSSELIN Philippe;UMP;Manche;
3146;Commune de BEZIERS;40000;267457;ABOUD Elie;UMP;Hérault;
3147;Commune de BIARD;5000;336421;COUTELLE Catherine;SRC;Vienne;
3148;Commune de Bibiche;4000;607699;ZANETTI Paola;SRC;Moselle;
3149;Commune de Bidache;40000;608264;CAPDEVIELLE Colette;SRC;Pyrénées-Atlantiques;
3150;Commune de BIDING;3000;267556;MARTY Alain;UMP;Moselle;
3151;Commune de BIEUZY;10000;607606;LE ROCH Jean-Pierre;SRC;Morbihan;
3152;Commune de BIEVILLE-BEUVILLE;15000;259;AMELINE Nicole;UMP;Calvados;
3153;Commune de Billère;17500;1979;LIGNIERES-CASSOU Martine;SRC;Pyrénées-Atlantiques;
3154;Commune de Billiat;15000;267075;BLANC Étienne;UMP;Ain;
3155;Commune de BILLY BERCLAU;25000;608158;BAYS Nicolas;SRC;Pas-de-Calais;
3156;Commune de BILLY MONTIGNY;5000;267923;DELCOURT Guy;SRC;Pas-de-Calais;
3157;COMMUNE DE BILLY SUR AISNE;1000;605076;BECHTEL Marie-Françoise;SRC;Aisne;
3158;Commune de BIONCOURT;1000;267556;MARTY Alain;UMP;Moselle;
3159;Commune de Bioville sur Nied;900;607699;ZANETTI Paola;SRC;Moselle;
3160;Commune de Birac sur Trec;5000;607287;FEKL Matthias;SRC;Lot-et-Garonne;
3161;Commune de BISCHHEIM;4800;2707;SCHNEIDER André;UMP;Bas-Rhin;
3162;Commune de BITRY;3900;1031;DEGAUCHY Lucien;UMP;Oise;
3163;Commune de Biviers;20000;642788;VERAN Olivier;SRC;Isère;
3164;Commune de BIZANET;33000;605349;FABRE Marie-Hélène;SRC;Aude;
3165;Commune de BLAGNY;4000;2952;WARSMANN Jean-Luc;UMP;Ardennes;
3166;Commune de BLAGNY-SUR-VINGEANNE;5992;267450;DELATTE Rémi;UMP;Côte-d'Or;
3167;Commune de Blaison-Gohier;8000;333043;GOUA Marc;SRC;Maine-et-Loire;
3168;Commune de Blan;5000;609578;GOURJADE Linda;SRC;Tarn;
3169;Commune de BLANCEY;1300;2775;SUGUENOT Alain;UMP;Côte-d'Or;
3170;Commune de BLANCFOSSE;5210;998;DASSAULT Olivier;UMP;Oise;
3171;Commune de Blangy Tronville;1500;609520;POMPILI Barbara;ECOLO;Somme;
3172;Commune de BLANZAC-PORCHERESSE;10000;2549;REYNAUD Marie-Line;SRC;Charente;
3173;Commune de BLANZAT ;20000;2685;SAUGUES Odile;SRC;Puy-de-Dôme;
3174;Commune de BLARINGHEM;3672;607892;ALLOSSERY Jean-Pierre;SRC;Nord;
3175;Commune de BLAUSASC;24960;1574;GUIBAL Jean-Claude;UMP;Alpes-Maritimes;
3176;Commune de Blauzac;8000;606258;CAVARD Christophe;ECOLO;Gard;
3177;Commune de BLAVIGNAC;4773;266788;MOREL A L'HUISSIER Pierre;UMP;Lozère;
3178;Commune de Blaymont;10000;342997;GOUGET Jean-Claude;SRC;Lot-et-Garonne;
3179;Commune de Blendecques;5000;1911;LEFAIT Michel;SRC;Pas-de-Calais;
3180;Commune de BLENNES;8800;609245;LACROUTE Valérie;UMP;Seine-et-Marne;
3181;Commune de BLOSVILLE;2000;266797;GOSSELIN Phlippe;UMP;Manche;
3182;Commune de BLOYE;5000;230;ACCOYER Bernard;UMP;Haute-Savoie;
3183;Commune de BLOYE;7000;230;ACCOYER Bernard;UMP;Haute-Savoie;
3184;Commune de BOCOGNAGNO;5115;605782;MARCANGELI Laurent;UMP;Corse-du-Sud;
3185;Commune de BOËGE;5000;267527;SADDIER Martial;UMP;Haute-Savoie;
3186;Commune de BOESCHEPE;4777;607892;ALLOSSERY Jean-Pierre;SRC;Nord;
3187;Commune de BOESCHEPE;8000;607892;ALLOSSERY Jean-Pierre;SRC;Nord;
3188;Commune de BOESEGHEM;1933;607892;ALLOSSERY Jean-Pierre;SRC;Nord;
3189;Commune de BOINVILLE EN WOEVRE;5000;1199;DUMONT Jean-Louis;SRC;Meuse;
3190;Commune de Boiry St Martin;6000;344114;COTTEL Jean-Jacques;SRC;Pas-de-Calais;
3191;Commune de BOIS ARNAULT;2000;606040;DESTANS Jean-Louis;SRC;Eure;
3192;Commune de BOIS D'ARCY;20000;609465;MALLÉ Jean-Philippe;SRC;Yvelines;
3193;Commune de BOIS-COLOMBES;50000;1770;KOSSOWSKI Jacques;UMP;Hauts-de-Seine;
3195;Commune de BOIS-JEROME-SAINT-OUEN;10000;267148;GILARD Franck;UMP;Eure;
3196;Commune de BOIS-LE-ROI;13063;609245;LACROUTE Valérie;UMP;Seine-et-Marne;
3194;Commune de BOISEMONT;10000;610594;LEFEBVRE Dominique;SRC;Val-d'Oise;
3197;Commune de Boisleux au Mont;5000;344114;COTTEL Jean-Jacques;SRC;Pas-de-Calais;
3198;Commune de BOISMONT;10000;1243;ECKERT Christian;SRC;Meurthe-et-Moselle;
3199;Commune de BOISMORAND;6000;267735;de GANAY Claude;UMP;Loiret;
3200;Commune de BOISSERON;8020;606573;DOMBRE COSTE Fanny;SRC;Hérault;
3201;Commune de Boisset;12000;267285;WAUQUIEZ Laurent;UMP;Haute-Loire;
3202;Commune de BOISSEUILH;5000;2343;PEIRO Germinal;SRC;Dordogne;
3203;Commune de BOISSEY;4139;330008;BRETON Xavier;UMP;Ain;
3204;Commune de BOISSY L'AILLERIE;20000;610594;LEFEBVRE Dominique;SRC;Val-d'Oise;
3205;Commune de BOISSY-AUX-CAILLES;12423;609245;LACROUTE Valérie;UMP;Seine-et-Marne;
3206;Commune de BOISSY-LE-CUTTE;9000;2086;MARLIN Franck;UMP;Essonne;
3207;Commune de BOISSY-SAINT-LEGER;30000;2713;SCHWARTZENBERG Roger-Gérard;RRDP;Val-de-Marne;
3208;Commune de Bollène;40000;563;BOMPARD Jacques;NI;Vaucluse;
